Country,"	Date","	Conversion",Search,"	Average Time (s)","	Median Time (s)",Add,"	Average Time (s)","	Median Time (s)",Export,"	Is complete"
"	Egypt","	Feb 02",0,7,307,32,3,0,0,0,True
"	Egypt","	Feb 03",0,8,179,148,4,0,0,0,True
"	Egypt","	Feb 04",0,7,27,37,3,0,0,0,True
"	Egypt","	Feb 05",0,2,0,0,0,0,0,0,True
"	Egypt","	Feb 06",0,2,952,952,1,0,0,0,True
"	Egypt","	Feb 07",0,3,0,0,0,0,0,0,True
"	Egypt","	Feb 08",0,5,67,48,3,0,0,0,True
"	Egypt","	Feb 09",0.2,5,202,202,1,147,147,1,True
"	Egypt","	Feb 10",0,3,398,398,2,0,0,0,True
"	Egypt","	Feb 11",0,5,0,0,0,0,0,0,True
"	Egypt","	Feb 12",0,9,9,9,1,0,0,0,True
"	Egypt","	Feb 13",0,5,87,55,3,0,0,0,True
"	Egypt","	Feb 14",0,4,135,183,3,0,0,0,True
"	Egypt","	Feb 15",0,3,0,0,0,0,0,0,True
"	Egypt","	Feb 16",0,5,325,325,2,0,0,0,False
"	Egypt","	Feb 17",0,3,35,35,2,0,0,0,False
"	Egypt","	Feb 18",0,1,0,0,0,0,0,0,False
"	Canada","	Total",0.068181818,88,4280,133,42,11978,4273,6,
"	Canada","	Jan 19",0,3,166,166,1,0,0,0,True
"	Canada","	Jan 20",0,4,128,88,3,0,0,0,True
"	Canada","	Jan 21",0,3,39,39,1,0,0,0,True
"	Canada","	Jan 22",0.2,5,355,355,2,282,282,1,True
"	Canada","	Jan 23",0,2,212,212,1,0,0,0,True
"	Canada","	Jan 24",0.4,5,279,232,3,9268,9268,2,True
"	Canada","	Jan 25",0,2,22,22,1,0,0,0,True
"	Canada","	Jan 26",0.2,5,41,41,2,44947,44947,1,True
"	Canada","	Jan 27",0.333333333,3,291,247,3,1353,1353,1,True
"	Canada","	Jan 28",0.142857143,7,69,69,2,3033,3033,1,True
"	Canada","	Jan 29",0.1,10,413,353,4,7193,7193,1,True
"	Canada","	Jan 30",0,2,153,153,1,0,0,0,True
"	Canada","	Jan 31",0,2,32,32,1,0,0,0,True
"	Canada","	Feb 01",0,2,41507,41507,1,0,0,0,True
"	Canada","	Feb 02",0,4,18,18,2,0,0,0,True
"	Canada","	Feb 03",0,4,44,15,3,0,0,0,True
"	Canada","	Feb 04",0,4,91,91,2,0,0,0,True
"	Canada","	Feb 05",0,2,0,0,0,0,0,0,True
"	Canada","	Feb 06",0,2,37,37,1,0,0,0,True
"	Canada","	Feb 07",0,3,200,200,2,0,0,0,True
"	Canada","	Feb 08",0,1,0,0,0,0,0,0,True
"	Canada","	Feb 09",0.25,4,150,74,3,16838,16838,1,True
"	Canada","	Feb 10",0.1,10,16398,1124,7,13874,13874,1,True
"	Canada","	Feb 11",0.25,4,1124,255,4,955,955,1,True
"	Canada","	Feb 12",0,8,293,86,6,0,0,0,True
"	Canada","	Feb 13",0,6,19,21,3,0,0,0,True
"	Canada","	Feb 14",0,2,9223,9223,2,0,0,0,True
"	Canada","	Feb 15",0,4,120,120,2,0,0,0,True
"	Canada","	Feb 16",0,2,0,0,0,0,0,0,False
"	Canada","	Feb 17",0,4,2327,1262,4,0,0,0,False
"	Canada","	Feb 18",0,4,876,876,2,0,0,0,False
"	South Africa","	Total",0.097560976,82,2010,184,45,10890,1812,8,
"	South Africa","	Jan 19",0.25,4,327,260,3,1881,1881,1,True
"	South Africa","	Jan 20",0,3,7652,7652,1,0,0,0,True
"	South Africa","	Jan 21",0,1,198,198,1,0,0,0,True
"	South Africa","	Jan 22",0,3,5316,944,3,0,0,0,True
"	South Africa","	Jan 23",0,2,0,0,0,0,0,0,True
"	South Africa","	Jan 24",0,0,0,0,0,0,0,0,True
"	South Africa","	Jan 25",0,2,26,26,1,0,0,0,True
"	South Africa","	Jan 26",0.666666667,3,222,222,2,11826,11826,2,True
"	South Africa","	Jan 27",0.166666667,6,388,173,5,5904,5904,1,True
"	South Africa","	Jan 28",0.166666667,6,284,189,3,1200,1200,1,True
"	South Africa","	Jan 29",0.25,4,96,75,3,1744,1744,1,True
"	South Africa","	Jan 30",0,6,31,31,2,0,0,0,True
"	South Africa","	Jan 31",0,0,0,0,0,0,0,0,True
"	South Africa","	Feb 01",0,1,0,0,0,0,0,0,True
"	South Africa","	Feb 02",0,9,241,13,5,0,0,0,True
"	South Africa","	Feb 03",0,3,80,80,2,0,0,0,True
"	South Africa","	Feb 04",0,5,19,24,4,0,0,0,True
"	South Africa","	Feb 05",0,6,266,266,2,0,0,0,True
"	South Africa","	Feb 06",0,1,0,0,0,0,0,0,True
"	South Africa","	Feb 07",0,0,0,0,0,0,0,0,True
"	South Africa","	Feb 08",1,1,56987,56987,1,369,369,1,True
"	South Africa","	Feb 09",0.25,4,272,389,3,369,369,1,True
"	South Africa","	Feb 10",0.2,5,1847,1831,4,1719,1719,1,True
"	South Africa","	Feb 11",0,1,0,0,0,0,0,0,True
"	South Africa","	Feb 12",0,4,3210,191,3,0,0,0,True
"	South Africa","	Feb 13",0,4,184,184,2,0,0,0,True
"	South Africa","	Feb 14",0,3,71,71,1,0,0,0,True
"	South Africa","	Feb 15",1,1,263,263,1,56677,56677,1,True
"	South Africa","	Feb 16",0.142857143,7,640,76,5,400,400,1,False
"	South Africa","	Feb 17",0.142857143,7,287,291,3,1080,1080,1,False
"	South Africa","	Feb 18",0,6,212,43,3,0,0,0,False
"	Germany","	Total",0.106666667,75,4747,154,32,10275,3843,8,
"	Germany","	Jan 19",0,1,65182,65182,1,0,0,0,True
"	Germany","	Jan 20",0,2,20,20,1,0,0,0,True
"	Germany","	Jan 21",0.25,4,49,49,2,692,692,1,True
"	Germany","	Jan 22",0,5,36,36,2,0,0,0,True
"	Germany","	Jan 23",0,2,42,42,1,0,0,0,True
"	Germany","	Jan 24",0.333333333,3,130,130,2,911,911,1,True
"	Germany","	Jan 25",0,0,0,0,0,0,0,0,True
"	Germany","	Jan 26",0,7,50,51,4,0,0,0,True
"	Germany","	Jan 27",0,5,213,213,2,0,0,0,True
"	Germany","	Jan 28",0,3,0,0,0,0,0,0,True
"	Germany","	Jan 29",0,2,425,425,1,0,0,0,True
"	Germany","	Jan 30",0,1,0,0,0,0,0,0,True
"	Germany","	Jan 31",0,1,38,38,1,0,0,0,True
"	Germany","	Feb 01",0,2,0,0,0,0,0,0,True
"	Germany","	Feb 02",0.25,4,282,365,3,746,746,1,True
"	Germany","	Feb 03",1,1,69487,69487,1,6144,6144,1,True
"	Germany","	Feb 04",0.5,2,341,341,1,6144,6144,1,True
"	Germany","	Feb 05",0.25,8,2247,297,5,5681,5681,2,True
"	Germany","	Feb 06",0.5,2,19,19,1,997,997,1,True
"	Germany","	Feb 07",0,0,0,0,0,0,0,0,True
"	Germany","	Feb 08",0,1,0,0,0,0,0,0,True
"	Germany","	Feb 09",0,3,44,44,1,0,0,0,True
"	Germany","	Feb 10",0.142857143,7,530,409,4,1542,1542,1,True
"	Germany","	Feb 11",0,5,27,27,2,0,0,0,True
"	Germany","	Feb 12",0.5,4,632,48,3,7786,7786,2,True
"	Germany","	Feb 13",0,4,21,21,1,0,0,0,True
"	Germany","	Feb 14",0,2,0,0,0,0,0,0,True
"	Germany","	Feb 15",0.5,2,443,443,1,47986,47986,1,True
"	Germany","	Feb 16",0,3,114,114,2,0,0,0,False
"	Germany","	Feb 17",0,6,219,171,3,0,0,0,False
"	Germany","	Feb 18",0,7,37,38,3,0,0,0,False
"	Morocco","	Total",0.054054054,74,400,80,35,12341,1968,4,
"	Morocco","	Jan 19",0.5,2,311,311,2,3246,3246,1,True
"	Morocco","	Jan 20",0,2,592,592,1,0,0,0,True
"	Morocco","	Jan 21",0,2,112,112,1,0,0,0,True
"	Morocco","	Jan 22",0,5,5596,39,3,0,0,0,True
"	Morocco","	Jan 23",0,4,181,231,3,0,0,0,True
"	Morocco","	Jan 24",0,4,45,45,2,0,0,0,True
"	Morocco","	Jan 25",0,4,46,46,2,0,0,0,True
"	Morocco","	Jan 26",0,4,5968,238,3,0,0,0,True
"	Morocco","	Jan 27",0,1,2741,2741,1,0,0,0,True
"	Morocco","	Jan 28",0,5,5726,139,3,0,0,0,True
"	Morocco","	Jan 29",0,7,2069,106,3,0,0,0,True
"	Morocco","	Jan 30",0,5,358,374,3,0,0,0,True
"	Morocco","	Jan 31",0.25,4,165,165,2,690,690,1,True
"	Morocco","	Feb 01",0,0,0,0,0,0,0,0,True
"	Morocco","	Feb 02",0.25,4,42886,42886,2,20158,20158,1,True
"	Morocco","	Feb 03",0,5,72,45,3,0,0,0,True
"	Morocco","	Feb 04",0,3,0,0,0,0,0,0,True
"	Morocco","	Feb 05",0,0,0,0,0,0,0,0,True
"	Morocco","	Feb 06",0,4,17,17,1,0,0,0,True
"	Morocco","	Feb 07",0,1,0,0,0,0,0,0,True
"	Morocco","	Feb 08",0,3,332,332,1,0,0,0,True
"	Morocco","	Feb 09",0.2,5,1354,57,5,251,251,1,True
"	Morocco","	Feb 10",0,4,26973,11,3,0,0,0,True
"	Morocco","	Feb 11",0,5,153,164,4,0,0,0,True
"	Morocco","	Feb 12",0.142857143,7,13673,194,6,45177,45177,1,True
"	Morocco","	Feb 13",0.083333333,12,360,28,7,2904,2904,1,True
"	Morocco","	Feb 14",0,3,234,234,1,0,0,0,True
"	Morocco","	Feb 15",0,0,0,0,0,0,0,0,True
"	Morocco","	Feb 16",0,6,628,13,3,0,0,0,False
"	Morocco","	Feb 17",0,6,211,118,3,0,0,0,False
"	Morocco","	Feb 18",0,2,135,135,1,0,0,0,False
"	Mexico","	Total",0.014285714,70,862,164,26,25417,25417,1,
"	Mexico","	Jan 19",0,5,10,10,1,0,0,0,True
"	Mexico","	Jan 20",0,1,545,545,1,0,0,0,True
"	Mexico","	Jan 21",0.25,4,52,48,3,25417,25417,1,True
"	Mexico","	Jan 22",0,6,1562,133,3,0,0,0,True
"	Mexico","	Jan 23",0,1,27,27,1,0,0,0,True
"	Mexico","	Jan 24",0,1,0,0,0,0,0,0,True
"	Mexico","	Jan 25",0,1,0,0,0,0,0,0,True
"	Mexico","	Jan 26",0,2,89,89,1,0,0,0,True
"	Mexico","	Jan 27",0,5,4775,291,4,0,0,0,True
"	Mexico","	Jan 28",0,4,306,95,3,0,0,0,True
"	Mexico","	Jan 29",0,2,89,89,1,0,0,0,True
"	Mexico","	Jan 30",0,5,328,328,2,0,0,0,True
"	Mexico","	Jan 31",0,1,0,0,0,0,0,0,True
"	Mexico","	Feb 01",0,0,0,0,0,0,0,0,True
"	Mexico","	Feb 02",0,1,0,0,0,0,0,0,True
"	Mexico","	Feb 03",0,4,0,0,0,0,0,0,True
"	Mexico","	Feb 04",0,7,198,248,3,0,0,0,True
"	Mexico","	Feb 05",0,5,560,235,4,0,0,0,True
"	Mexico","	Feb 06",0,4,14,14,2,0,0,0,True
"	Mexico","	Feb 07",0,1,278,278,1,0,0,0,True
"	Mexico","	Feb 08",0,0,0,0,0,0,0,0,True
"	Mexico","	Feb 09",0,2,0,0,0,0,0,0,True
"	Mexico","	Feb 10",0,6,139,164,4,0,0,0,True
"	Mexico","	Feb 11",0,4,437,437,1,0,0,0,True
"	Mexico","	Feb 12",0,4,774,774,1,0,0,0,True
"	Mexico","	Feb 13",0,5,6720,6720,2,0,0,0,True
"	Mexico","	Feb 14",0,0,0,0,0,0,0,0,True
"	Mexico","	Feb 15",0,1,0,0,0,0,0,0,True
"	Mexico","	Feb 16",0,6,42,42,1,0,0,0,False
"	Mexico","	Feb 17",0,6,315,315,1,0,0,0,False
"	Mexico","	Feb 18",0,1,151,151,1,0,0,0,False
"	Turkey","	Total",0.030769231,65,303,122,26,4430,4430,2,
"	Turkey","	Jan 19",0,2,0,0,0,0,0,0,True
"	Turkey","	Jan 20",0,4,589,589,2,0,0,0,True
"	Turkey","	Jan 21",0.333333333,3,94,94,2,1724,1724,1,True
"	Turkey","	Jan 22",0,4,1119,1119,1,0,0,0,True
"	Turkey","	Jan 23",0,3,2935,2935,1,0,0,0,True
"	Turkey","	Jan 24",0,3,126,126,1,0,0,0,True
"	Turkey","	Jan 25",0,1,946,946,1,0,0,0,True
"	Turkey","	Jan 26",0,0,0,0,0,0,0,0,True
"	Turkey","	Jan 27",0,2,0,0,0,0,0,0,True
"	Turkey","	Jan 28",0.333333333,3,71,62,3,7136,7136,1,True
"	Turkey","	Jan 29",0.5,2,7,7,1,11475,11475,1,True
"	Turkey","	Jan 30",0,3,39,39,1,0,0,0,True
"	Turkey","	Jan 31",0,1,0,0,0,0,0,0,True
"	Turkey","	Feb 01",0,3,122,122,1,0,0,0,True
"	Turkey","	Feb 02",0,5,345,345,2,0,0,0,True
"	Turkey","	Feb 03",0,5,11,11,1,0,0,0,True
"	Turkey","	Feb 04",0,5,39,39,2,0,0,0,True
"	Turkey","	Feb 05",0.2,5,3143,3143,2,61685,61685,1,True
"	Turkey","	Feb 06",0.333333333,3,18,18,2,61685,61685,1,True
"	Turkey","	Feb 07",0,0,0,0,0,0,0,0,True
"	Turkey","	Feb 08",0,1,0,0,0,0,0,0,True
"	Turkey","	Feb 09",0,3,14,14,1,0,0,0,True
"	Turkey","	Feb 10",0,5,171,171,2,0,0,0,True
"	Turkey","	Feb 11",0,4,14,14,2,0,0,0,True
"	Turkey","	Feb 12",0,0,0,0,0,0,0,0,True
"	Turkey","	Feb 13",0,2,1742,1742,1,0,0,0,True
"	Turkey","	Feb 14",0,2,177,177,1,0,0,0,True
"	Turkey","	Feb 15",0,0,0,0,0,0,0,0,True
"	Turkey","	Feb 16",0,1,8,8,1,0,0,0,False
"	Turkey","	Feb 17",0,4,282,70,3,0,0,0,False
"	Turkey","	Feb 18",0,5,55,38,3,0,0,0,False
"	United Arab Emirates","	Total",0.015873016,63,2344,67,31,3389,3389,1,
"	United Arab Emirates","	Jan 19",0,1,0,0,0,0,0,0,True
"	United Arab Emirates","	Jan 20",0,2,33269,33269,2,0,0,0,True
"	United Arab Emirates","	Jan 21",0,1,29,29,1,0,0,0,True
"	United Arab Emirates","	Jan 22",0,5,27,27,2,0,0,0,True
"	United Arab Emirates","	Jan 23",0,1,56,56,1,0,0,0,True
"	United Arab Emirates","	Jan 24",0,1,0,0,0,0,0,0,True
"	United Arab Emirates","	Jan 25",0,3,66,62,3,0,0,0,True
"	United Arab Emirates","	Jan 26",0,3,201,201,1,0,0,0,True
"	United Arab Emirates","	Jan 27",0,1,72,72,1,0,0,0,True
"	United Arab Emirates","	Jan 28",0,5,342,93,5,0,0,0,True
"	United Arab Emirates","	Jan 29",0,7,1745,435,3,0,0,0,True
"	United Arab Emirates","	Jan 30",0,8,826,519,3,0,0,0,True
"	United Arab Emirates","	Jan 31",0,4,43,22,3,0,0,0,True
"	United Arab Emirates","	Feb 01",0,1,0,0,0,0,0,0,True
"	United Arab Emirates","	Feb 02",0,5,85,84,3,0,0,0,True
"	United Arab Emirates","	Feb 03",0,2,0,0,0,0,0,0,True
"	United Arab Emirates","	Feb 04",0,4,116,67,3,0,0,0,True
"	United Arab Emirates","	Feb 05",0,1,16230,16230,1,0,0,0,True
"	United Arab Emirates","	Feb 06",0,0,0,0,0,0,0,0,True
"	United Arab Emirates","	Feb 07",0,0,0,0,0,0,0,0,True
"	United Arab Emirates","	Feb 08",0,0,0,0,0,0,0,0,True
"	United Arab Emirates","	Feb 09",0,6,60,60,1,0,0,0,True
"	United Arab Emirates","	Feb 10",0,3,55,55,1,0,0,0,True
"	United Arab Emirates","	Feb 11",0.25,4,42,39,3,3389,3389,1,True
"	United Arab Emirates","	Feb 12",0,4,80,80,2,0,0,0,True
"	United Arab Emirates","	Feb 13",0,4,37,37,2,0,0,0,True
"	United Arab Emirates","	Feb 14",0,3,223,223,1,0,0,0,True
"	United Arab Emirates","	Feb 15",0,0,0,0,0,0,0,0,True
"	United Arab Emirates","	Feb 16",0,2,35,35,2,0,0,0,False
"	United Arab Emirates","	Feb 17",0,3,8,8,1,0,0,0,False
"	United Arab Emirates","	Feb 18",0,1,0,0,0,0,0,0,False
"	Ukraine","	Total",0.118644068,59,272,79,32,8354,1104,7,
"	Ukraine","	Jan 19",0,2,120,120,1,0,0,0,True
"	Ukraine","	Jan 20",0,1,0,0,0,0,0,0,True
"	Ukraine","	Jan 21",0,1,167,167,1,0,0,0,True
"	Ukraine","	Jan 22",0,2,14,14,1,0,0,0,True
"	Ukraine","	Jan 23",0,2,0,0,0,0,0,0,True
"	Ukraine","	Jan 24",0,0,0,0,0,0,0,0,True
"	Ukraine","	Jan 25",0,0,0,0,0,0,0,0,True
"	Ukraine","	Jan 26",0,0,0,0,0,0,0,0,True
"	Ukraine","	Jan 27",0,1,551,551,1,0,0,0,True
"	Ukraine","	Jan 28",0,4,101,101,1,0,0,0,True
"	Ukraine","	Jan 29",0,0,0,0,0,0,0,0,True
"	Ukraine","	Jan 30",0,0,0,0,0,0,0,0,True
"	Ukraine","	Jan 31",0,4,141,55,4,0,0,0,True
"	Ukraine","	Feb 01",0,1,29,29,1,0,0,0,True
"	Ukraine","	Feb 02",0,5,74,34,3,0,0,0,True
"	Ukraine","	Feb 03",0,4,1973,1973,2,0,0,0,True
"	Ukraine","	Feb 04",0,3,40,40,2,0,0,0,True
"	Ukraine","	Feb 05",0.25,4,91,91,2,1104,1104,1,True
"	Ukraine","	Feb 06",0.25,4,291,291,2,209,209,1,True
"	Ukraine","	Feb 07",0,0,0,0,0,0,0,0,True
"	Ukraine","	Feb 08",0,1,147,147,1,0,0,0,True
"	Ukraine","	Feb 09",1,2,239,239,2,4569,4569,2,True
"	Ukraine","	Feb 10",0.142857143,7,59,43,4,751,751,1,True
"	Ukraine","	Feb 11",0.5,4,37,19,3,23106,23106,2,True
"	Ukraine","	Feb 12",0.5,4,797,210,4,37226,37226,2,True
"	Ukraine","	Feb 13",0.333333333,3,147,147,1,341,341,1,True
"	Ukraine","	Feb 14",0,0,0,0,0,0,0,0,True
"	Ukraine","	Feb 15",0,0,0,0,0,0,0,0,True
"	Ukraine","	Feb 16",0.125,8,542,447,4,349,349,1,False
"	Ukraine","	Feb 17",0.142857143,7,513,573,3,2704,2704,1,False
"	Ukraine","	Feb 18",0.142857143,7,57,57,2,100,100,1,False
"	Colombia","	Total",0.070175439,57,3064,110,35,6024,4705,4,
"	Colombia","	Jan 19",0,0,0,0,0,0,0,0,True
"	Colombia","	Jan 20",0,4,41,41,4,0,0,0,True
"	Colombia","	Jan 21",0,1,34,34,1,0,0,0,True
"	Colombia","	Jan 22",0,0,0,0,0,0,0,0,True
"	Colombia","	Jan 23",0,3,898,898,1,0,0,0,True
"	Colombia","	Jan 24",0,0,0,0,0,0,0,0,True
"	Colombia","	Jan 25",0,0,0,0,0,0,0,0,True
"	Colombia","	Jan 26",0,2,54,54,2,0,0,0,True
"	Colombia","	Jan 27",0,3,18080,18080,1,0,0,0,True
"	Colombia","	Jan 28",0,3,89,89,2,0,0,0,True
"	Colombia","	Jan 29",0,1,2998,2998,1,0,0,0,True
"	Colombia","	Jan 30",0.333333333,6,119,135,3,445,445,2,True
"	Colombia","	Jan 31",0,0,0,0,0,0,0,0,True
"	Colombia","	Feb 01",0,0,0,0,0,0,0,0,True
"	Colombia","	Feb 02",0.2,5,111,71,3,1928,1928,1,True
"	Colombia","	Feb 03",0.25,4,23757,2251,3,14281,14281,1,True
"	Colombia","	Feb 04",0,4,665,665,2,0,0,0,True
"	Colombia","	Feb 05",0,3,6590,167,3,0,0,0,True
"	Colombia","	Feb 06",0.25,4,105,46,3,589,589,1,True
"	Colombia","	Feb 07",0,1,0,0,0,0,0,0,True
"	Colombia","	Feb 08",0,0,0,0,0,0,0,0,True
"	Colombia","	Feb 09",0.25,4,2145,2145,2,16195,16195,1,True
"	Colombia","	Feb 10",0.142857143,7,16706,114,5,1100,1100,1,True
"	Colombia","	Feb 11",0,3,1849,2553,3,0,0,0,True
"	Colombia","	Feb 12",0.142857143,7,67,57,6,1109,1109,1,True
"	Colombia","	Feb 13",0,4,79,79,2,0,0,0,True
"	Colombia","	Feb 14",1,1,110,110,1,8925,8925,1,True
"	Colombia","	Feb 15",0,1,0,0,0,0,0,0,True
"	Colombia","	Feb 16",0,5,183,168,4,0,0,0,False
"	Colombia","	Feb 17",0,5,2012,672,4,0,0,0,False
"	Colombia","	Feb 18",0,3,52,52,1,0,0,0,False
"	Netherlands","	Total",0.071428571,56,497,97,30,6937,6828,4,
"	Netherlands","	Jan 19",0,4,489,489,2,0,0,0,True
"	Netherlands","	Jan 20",0,3,11,11,1,0,0,0,True
"	Netherlands","	Jan 21",0,5,21,21,1,0,0,0,True
"	Netherlands","	Jan 22",0,5,76,76,4,0,0,0,True
"	Netherlands","	Jan 23",0.166666667,6,633,214,4,13358,13358,1,True
"	Netherlands","	Jan 24",0,0,0,0,0,0,0,0,True
"	Netherlands","	Jan 25",0,0,0,0,0,0,0,0,True
"	Netherlands","	Jan 26",0,2,70,70,2,0,0,0,True
"	Netherlands","	Jan 27",0,0,0,0,0,0,0,0,True
"	Netherlands","	Jan 28",0.333333333,3,23,23,2,7981,7981,1,True
"	Netherlands","	Jan 29",0.25,4,138,109,4,4902,4902,1,True
"	Netherlands","	Jan 30",0,4,916,465,3,0,0,0,True
"	Netherlands","	Jan 31",0,1,178,178,1,0,0,0,True
"	Netherlands","	Feb 01",0,2,37,37,2,0,0,0,True
"	Netherlands","	Feb 02",0.142857143,7,236,88,5,736,736,1,True
"	Netherlands","	Feb 03",0,1,0,0,0,0,0,0,True
"	Netherlands","	Feb 04",0,5,1120,1120,1,0,0,0,True
"	Netherlands","	Feb 05",0,2,124,124,1,0,0,0,True
"	Netherlands","	Feb 06",0,2,3570,3570,1,0,0,0,True
"	Netherlands","	Feb 07",0,1,81,81,1,0,0,0,True
"	Netherlands","	Feb 08",0,0,0,0,0,0,0,0,True
"	Netherlands","	Feb 09",0,2,0,0,0,0,0,0,True
"	Netherlands","	Feb 10",0.333333333,3,1022,126,3,12760,12760,1,True
"	Netherlands","	Feb 11",0,2,0,0,0,0,0,0,True
"	Netherlands","	Feb 12",0,1,0,0,0,0,0,0,True
"	Netherlands","	Feb 13",0,1,0,0,0,0,0,0,True
"	Netherlands","	Feb 14",0,0,0,0,0,0,0,0,True
"	Netherlands","	Feb 15",0,2,79,79,1,0,0,0,True
"	Netherlands","	Feb 16",0.25,4,1916,1916,1,897,897,1,False
"	Netherlands","	Feb 17",0,2,0,0,0,0,0,0,False
"	Netherlands","	Feb 18",0,0,0,0,0,0,0,0,False
"	Italy","	Total",0.020833333,48,487,153,16,83348,83348,1,
"	Italy","	Jan 19",0,0,0,0,0,0,0,0,True
"	Italy","	Jan 20",0,1,0,0,0,0,0,0,True
"	Italy","	Jan 21",0,2,92,92,2,0,0,0,True
"	Italy","	Jan 22",0,3,22,22,1,0,0,0,True
"	Italy","	Jan 23",0,1,0,0,0,0,0,0,True
"	Italy","	Jan 24",0,2,0,0,0,0,0,0,True
"	Italy","	Jan 25",0,1,0,0,0,0,0,0,True
"	Italy","	Jan 26",0.5,2,846,846,1,83348,83348,1,True
"	Italy","	Jan 27",0,1,622,622,1,0,0,0,True
"	Italy","	Jan 28",0,2,0,0,0,0,0,0,True
"	Italy","	Jan 29",0,2,93,93,1,0,0,0,True
"	Italy","	Jan 30",0,4,113,157,3,0,0,0,True
"	Italy","	Jan 31",0,2,13,13,1,0,0,0,True
"	Italy","	Feb 01",0,1,0,0,0,0,0,0,True
"	Italy","	Feb 02",0,2,61,61,1,0,0,0,True
"	Italy","	Feb 03",0,3,61,61,1,0,0,0,True
"	Italy","	Feb 04",0,1,1795,1795,1,0,0,0,True
"	Italy","	Feb 05",0,4,34,34,1,0,0,0,True
"	Italy","	Feb 06",0,3,0,0,0,0,0,0,True
"	Italy","	Feb 07",0,1,0,0,0,0,0,0,True
"	Italy","	Feb 08",0,0,0,0,0,0,0,0,True
"	Italy","	Feb 09",0,3,0,0,0,0,0,0,True
"	Italy","	Feb 10",0,2,0,0,0,0,0,0,True
"	Italy","	Feb 11",0,2,1022,1022,1,0,0,0,True
"	Italy","	Feb 12",0,6,91,83,3,0,0,0,True
"	Italy","	Feb 13",0,2,0,0,0,0,0,0,True
"	Italy","	Feb 14",0,1,574,574,1,0,0,0,True
"	Italy","	Feb 15",0,1,0,0,0,0,0,0,True
"	Italy","	Feb 16",0,7,2476,2476,1,0,0,0,False
"	Italy","	Feb 17",0,4,44,34,3,0,0,0,False
"	Italy","	Feb 18",0,5,92,92,2,0,0,0,False
"	Argentina","	Total",0,37,1194,180,10,0,0,0,
"	Argentina","	Jan 19",0,1,0,0,0,0,0,0,True
"	Argentina","	Jan 20",0,1,97,97,1,0,0,0,True
"	Argentina","	Jan 21",0,3,0,0,0,0,0,0,True
"	Argentina","	Jan 22",0,0,0,0,0,0,0,0,True
"	Argentina","	Jan 23",0,3,55,55,1,0,0,0,True
"	Argentina","	Jan 24",0,2,226,226,1,0,0,0,True
"	Argentina","	Jan 25",0,0,0,0,0,0,0,0,True
"	Argentina","	Jan 26",0,2,36,36,1,0,0,0,True
"	Argentina","	Jan 27",0,2,0,0,0,0,0,0,True
"	Argentina","	Jan 28",0,2,0,0,0,0,0,0,True
"	Argentina","	Jan 29",0,0,0,0,0,0,0,0,True
"	Argentina","	Jan 30",0,1,0,0,0,0,0,0,True
"	Argentina","	Jan 31",0,0,0,0,0,0,0,0,True
"	Argentina","	Feb 01",0,0,0,0,0,0,0,0,True
"	Argentina","	Feb 02",0,0,0,0,0,0,0,0,True
"	Argentina","	Feb 03",0,4,3310,3310,2,0,0,0,True
"	Argentina","	Feb 04",0,3,128,128,2,0,0,0,True
"	Argentina","	Feb 05",0,0,0,0,0,0,0,0,True
"	Argentina","	Feb 06",0,1,0,0,0,0,0,0,True
"	Argentina","	Feb 07",0,1,0,0,0,0,0,0,True
"	Argentina","	Feb 08",0,0,0,0,0,0,0,0,True
"	Argentina","	Feb 09",0,3,0,0,0,0,0,0,True
"	Argentina","	Feb 10",0,3,0,0,0,0,0,0,True
"	Argentina","	Feb 11",0,2,0,0,0,0,0,0,True
"	Argentina","	Feb 12",0,3,0,0,0,0,0,0,True
"	Argentina","	Feb 13",0,5,1438,1438,1,0,0,0,True
"	Argentina","	Feb 14",0,0,0,0,0,0,0,0,True
"	Argentina","	Feb 15",0,0,0,0,0,0,0,0,True
"	Argentina","	Feb 16",0,0,0,0,0,0,0,0,False
"	Argentina","	Feb 17",0,2,502,502,2,0,0,0,False
"	Argentina","	Feb 18",0,2,1432,1432,2,0,0,0,False
"	Peru","	Total",0,37,4198,84,20,0,0,0,
"	Peru","	Jan 19",0,3,26,26,1,0,0,0,True
"	Peru","	Jan 20",0,0,0,0,0,0,0,0,True
"	Peru","	Jan 21",0,0,0,0,0,0,0,0,True
"	Peru","	Jan 22",0,3,808,378,3,0,0,0,True
"	Peru","	Jan 23",0,1,38,38,1,0,0,0,True
"	Peru","	Jan 24",0,0,0,0,0,0,0,0,True
"	Peru","	Jan 25",0,1,0,0,0,0,0,0,True
"	Peru","	Jan 26",0,3,487,84,3,0,0,0,True
"	Peru","	Jan 27",0,3,241,215,3,0,0,0,True
"	Peru","	Jan 28",0,3,162,162,2,0,0,0,True
"	Peru","	Jan 29",0,5,870,870,2,0,0,0,True
"	Peru","	Jan 30",0,3,1141,1141,2,0,0,0,True
"	Peru","	Jan 31",0,2,0,0,0,0,0,0,True
"	Peru","	Feb 01",0,2,0,0,0,0,0,0,True
"	Peru","	Feb 02",0,4,488,328,4,0,0,0,True
"	Peru","	Feb 03",0,2,37619,37619,2,0,0,0,True
"	Peru","	Feb 04",0,2,34052,34052,2,0,0,0,True
"	Peru","	Feb 05",0,5,837,437,3,0,0,0,True
