Country,"	Date","	Conversion",Search,"	Average Time (s)","	Median Time (s)",Add,"	Average Time (s)","	Median Time (s)",Export,"	Is complete"
"	Peru","	Feb 06",0,4,45,46,3,0,0,0,True
"	Peru","	Feb 07",0,1,0,0,0,0,0,0,True
"	Peru","	Feb 08",0,0,0,0,0,0,0,0,True
"	Peru","	Feb 09",0,2,930,930,1,0,0,0,True
"	Peru","	Feb 10",0,2,182,182,2,0,0,0,True
"	Peru","	Feb 11",0,3,815,815,1,0,0,0,True
"	Peru","	Feb 12",0,5,1141,41,4,0,0,0,True
"	Peru","	Feb 13",0,2,1228,1228,2,0,0,0,True
"	Peru","	Feb 14",0,1,0,0,0,0,0,0,True
"	Peru","	Feb 15",0,0,0,0,0,0,0,0,True
"	Peru","	Feb 16",0,1,19,19,1,0,0,0,False
"	Peru","	Feb 17",0,1,0,0,0,0,0,0,False
"	Peru","	Feb 18",0,1,47,47,1,0,0,0,False
"	Indonesia","	Total",0,37,905,312,9,0,0,0,
"	Indonesia","	Jan 19",0,1,0,0,0,0,0,0,True
"	Indonesia","	Jan 20",0,2,0,0,0,0,0,0,True
"	Indonesia","	Jan 21",0,1,0,0,0,0,0,0,True
"	Indonesia","	Jan 22",0,1,44,44,1,0,0,0,True
"	Indonesia","	Jan 23",0,2,69,69,1,0,0,0,True
"	Indonesia","	Jan 24",0,0,0,0,0,0,0,0,True
"	Indonesia","	Jan 25",0,1,0,0,0,0,0,0,True
"	Indonesia","	Jan 26",0,1,0,0,0,0,0,0,True
"	Indonesia","	Jan 27",0,0,0,0,0,0,0,0,True
"	Indonesia","	Jan 28",0,0,0,0,0,0,0,0,True
"	Indonesia","	Jan 29",0,3,0,0,0,0,0,0,True
"	Indonesia","	Jan 30",0,5,783,783,1,0,0,0,True
"	Indonesia","	Jan 31",0,2,0,0,0,0,0,0,True
"	Indonesia","	Feb 01",0,1,0,0,0,0,0,0,True
"	Indonesia","	Feb 02",0,3,140,140,1,0,0,0,True
"	Indonesia","	Feb 03",0,0,0,0,0,0,0,0,True
"	Indonesia","	Feb 04",0,1,0,0,0,0,0,0,True
"	Indonesia","	Feb 05",0,0,0,0,0,0,0,0,True
"	Indonesia","	Feb 06",0,2,0,0,0,0,0,0,True
"	Indonesia","	Feb 07",0,0,0,0,0,0,0,0,True
"	Indonesia","	Feb 08",0,0,0,0,0,0,0,0,True
"	Indonesia","	Feb 09",0,2,0,0,0,0,0,0,True
"	Indonesia","	Feb 10",0,1,0,0,0,0,0,0,True
"	Indonesia","	Feb 11",0,0,0,0,0,0,0,0,True
"	Indonesia","	Feb 12",0,1,0,0,0,0,0,0,True
"	Indonesia","	Feb 13",0,1,6013,6013,1,0,0,0,True
"	Indonesia","	Feb 14",0,1,0,0,0,0,0,0,True
"	Indonesia","	Feb 15",0,1,140,140,1,0,0,0,True
"	Indonesia","	Feb 16",0,2,325,325,2,0,0,0,False
"	Indonesia","	Feb 17",0,2,312,312,1,0,0,0,False
"	Indonesia","	Feb 18",0,4,0,0,0,0,0,0,False
"	Portugal","	Total",0.111111111,36,227,85,17,3447,3996,4,
"	Portugal","	Jan 19",0,2,0,0,0,0,0,0,True
"	Portugal","	Jan 20",0,1,0,0,0,0,0,0,True
"	Portugal","	Jan 21",0,0,0,0,0,0,0,0,True
"	Portugal","	Jan 22",0,2,39,39,1,0,0,0,True
"	Portugal","	Jan 23",0,2,706,706,1,0,0,0,True
"	Portugal","	Jan 24",0,1,0,0,0,0,0,0,True
"	Portugal","	Jan 25",0,1,286,286,1,0,0,0,True
"	Portugal","	Jan 26",0,1,0,0,0,0,0,0,True
"	Portugal","	Jan 27",0,1,0,0,0,0,0,0,True
"	Portugal","	Jan 28",0.333333333,3,34,34,1,4286,4286,1,True
"	Portugal","	Jan 29",0,3,194,194,1,0,0,0,True
"	Portugal","	Jan 30",0,0,0,0,0,0,0,0,True
"	Portugal","	Jan 31",0,1,28,28,1,0,0,0,True
"	Portugal","	Feb 01",0,0,0,0,0,0,0,0,True
"	Portugal","	Feb 02",0.25,4,178,110,4,3706,3706,1,True
"	Portugal","	Feb 03",0,2,0,0,0,0,0,0,True
"	Portugal","	Feb 04",0,2,83257,83257,1,0,0,0,True
"	Portugal","	Feb 05",0,2,2086,2086,2,0,0,0,True
"	Portugal","	Feb 06",0,0,0,0,0,0,0,0,True
"	Portugal","	Feb 07",0.333333333,3,1519,1519,1,1239,1239,1,True
"	Portugal","	Feb 08",0,1,0,0,0,0,0,0,True
"	Portugal","	Feb 09",0,2,979,979,1,0,0,0,True
"	Portugal","	Feb 10",0,0,0,0,0,0,0,0,True
"	Portugal","	Feb 11",0.25,4,61,61,1,297,297,1,True
"	Portugal","	Feb 12",0,3,286,286,2,0,0,0,True
"	Portugal","	Feb 13",0,1,0,0,0,0,0,0,True
"	Portugal","	Feb 14",0,1,157,157,1,0,0,0,True
"	Portugal","	Feb 15",1,1,42,42,1,5501,5501,1,True
"	Portugal","	Feb 16",0,2,0,0,0,0,0,0,False
"	Portugal","	Feb 17",0,1,0,0,0,0,0,0,False
"	Portugal","	Feb 18",0,0,0,0,0,0,0,0,False
"	Australia","	Total",0.057142857,35,3981,77,12,2444,2444,2,
"	Australia","	Jan 19",0,0,0,0,0,0,0,0,True
"	Australia","	Jan 20",0,2,0,0,0,0,0,0,True
"	Australia","	Jan 21",0,1,0,0,0,0,0,0,True
"	Australia","	Jan 22",0,0,0,0,0,0,0,0,True
"	Australia","	Jan 23",0,1,0,0,0,0,0,0,True
"	Australia","	Jan 24",0,0,0,0,0,0,0,0,True
"	Australia","	Jan 25",0,0,0,0,0,0,0,0,True
"	Australia","	Jan 26",0,1,0,0,0,0,0,0,True
"	Australia","	Jan 27",0,2,151,151,1,0,0,0,True
"	Australia","	Jan 28",0,2,0,0,0,0,0,0,True
"	Australia","	Jan 29",0.5,2,29025,29025,1,4173,4173,1,True
"	Australia","	Jan 30",0,2,215,215,2,0,0,0,True
"	Australia","	Jan 31",0,0,0,0,0,0,0,0,True
"	Australia","	Feb 01",0,0,0,0,0,0,0,0,True
"	Australia","	Feb 02",0,2,0,0,0,0,0,0,True
"	Australia","	Feb 03",0,3,0,0,0,0,0,0,True
"	Australia","	Feb 04",0,1,0,0,0,0,0,0,True
"	Australia","	Feb 05",0,2,0,0,0,0,0,0,True
"	Australia","	Feb 06",0,2,52,52,1,0,0,0,True
"	Australia","	Feb 07",0,0,0,0,0,0,0,0,True
"	Australia","	Feb 08",0,2,16782,16782,1,0,0,0,True
"	Australia","	Feb 09",0,1,56,56,1,0,0,0,True
"	Australia","	Feb 10",0,3,0,0,0,0,0,0,True
"	Australia","	Feb 11",0,2,0,0,0,0,0,0,True
"	Australia","	Feb 12",0.333333333,3,33,33,1,716,716,1,True
"	Australia","	Feb 13",0,2,0,0,0,0,0,0,True
"	Australia","	Feb 14",0,0,0,0,0,0,0,0,True
"	Australia","	Feb 15",0,2,572,572,2,0,0,0,True
"	Australia","	Feb 16",0,2,32,32,1,0,0,0,False
"	Australia","	Feb 17",0,5,62,62,2,0,0,0,False
"	Australia","	Feb 18",0,3,0,0,0,0,0,0,False
"	Saudi Arabia","	Total",0.085714286,35,6295,89,13,184,115,3,
"	Saudi Arabia","	Jan 19",0,2,0,0,0,0,0,0,True
"	Saudi Arabia","	Jan 20",0,2,0,0,0,0,0,0,True
"	Saudi Arabia","	Jan 21",0.5,2,75594,75594,1,71,71,1,True
"	Saudi Arabia","	Jan 22",0.666666667,3,340,340,2,219,219,2,True
"	Saudi Arabia","	Jan 23",0,2,46,46,1,0,0,0,True
"	Saudi Arabia","	Jan 24",0,0,0,0,0,0,0,0,True
"	Saudi Arabia","	Jan 25",0,0,0,0,0,0,0,0,True
"	Saudi Arabia","	Jan 26",0,2,50,50,1,0,0,0,True
"	Saudi Arabia","	Jan 27",0,1,0,0,0,0,0,0,True
"	Saudi Arabia","	Jan 28",0,1,89,89,1,0,0,0,True
"	Saudi Arabia","	Jan 29",0,3,0,0,0,0,0,0,True
"	Saudi Arabia","	Jan 30",0,1,0,0,0,0,0,0,True
"	Saudi Arabia","	Jan 31",0,1,0,0,0,0,0,0,True
"	Saudi Arabia","	Feb 01",0,1,0,0,0,0,0,0,True
"	Saudi Arabia","	Feb 02",0,3,57,57,1,0,0,0,True
"	Saudi Arabia","	Feb 03",0,1,0,0,0,0,0,0,True
"	Saudi Arabia","	Feb 04",0,3,75,75,1,0,0,0,True
"	Saudi Arabia","	Feb 05",0,0,0,0,0,0,0,0,True
"	Saudi Arabia","	Feb 06",0,1,704,704,1,0,0,0,True
"	Saudi Arabia","	Feb 07",0,0,0,0,0,0,0,0,True
"	Saudi Arabia","	Feb 08",0,2,76,76,1,0,0,0,True
"	Saudi Arabia","	Feb 09",0,3,4257,4257,1,0,0,0,True
"	Saudi Arabia","	Feb 10",0,2,79,79,1,0,0,0,True
"	Saudi Arabia","	Feb 11",0,2,90,90,1,0,0,0,True
"	Saudi Arabia","	Feb 12",0,3,26,26,1,0,0,0,True
"	Saudi Arabia","	Feb 13",0,0,0,0,0,0,0,0,True
"	Saudi Arabia","	Feb 14",0,1,0,0,0,0,0,0,True
"	Saudi Arabia","	Feb 15",0,1,21,21,1,0,0,0,True
"	Saudi Arabia","	Feb 16",0,2,32,32,2,0,0,0,False
"	Saudi Arabia","	Feb 17",1,1,700,700,1,115,115,1,False
"	Saudi Arabia","	Feb 18",0,1,0,0,0,0,0,0,False
"	Vietnam","	Total",0,24,12281,206,7,0,0,0,
"	Vietnam","	Jan 19",0,2,0,0,0,0,0,0,True
"	Vietnam","	Jan 20",0,0,0,0,0,0,0,0,True
"	Vietnam","	Jan 21",0,1,35,35,1,0,0,0,True
"	Vietnam","	Jan 22",0,2,23,23,2,0,0,0,True
"	Vietnam","	Jan 23",0,2,0,0,0,0,0,0,True
"	Vietnam","	Jan 24",0,0,0,0,0,0,0,0,True
"	Vietnam","	Jan 25",0,0,0,0,0,0,0,0,True
"	Vietnam","	Jan 26",0,3,414,414,1,0,0,0,True
"	Vietnam","	Jan 27",0,2,863,863,2,0,0,0,True
"	Vietnam","	Jan 28",0,4,26,26,2,0,0,0,True
"	Vietnam","	Jan 29",0,4,206,206,1,0,0,0,True
"	Vietnam","	Jan 30",0,1,0,0,0,0,0,0,True
"	Vietnam","	Jan 31",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 01",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 02",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 03",0,1,0,0,0,0,0,0,True
"	Vietnam","	Feb 04",0,1,0,0,0,0,0,0,True
"	Vietnam","	Feb 05",0,3,0,0,0,0,0,0,True
"	Vietnam","	Feb 06",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 07",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 08",0,1,0,0,0,0,0,0,True
"	Vietnam","	Feb 09",0,3,83927,83927,1,0,0,0,True
"	Vietnam","	Feb 10",0,2,811,811,1,0,0,0,True
"	Vietnam","	Feb 11",0,1,0,0,0,0,0,0,True
"	Vietnam","	Feb 12",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 13",0,1,0,0,0,0,0,0,True
"	Vietnam","	Feb 14",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 15",0,0,0,0,0,0,0,0,True
"	Vietnam","	Feb 16",0,0,0,0,0,0,0,0,False
"	Vietnam","	Feb 17",0,0,0,0,0,0,0,0,False
"	Vietnam","	Feb 18",0,0,0,0,0,0,0,0,False
"	Sweden","	Total",0,20,1261,81,10,0,0,0,
"	Sweden","	Jan 19",0,0,0,0,0,0,0,0,True
"	Sweden","	Jan 20",0,2,0,0,0,0,0,0,True
"	Sweden","	Jan 21",0,2,9,9,1,0,0,0,True
"	Sweden","	Jan 22",0,1,75,75,1,0,0,0,True
"	Sweden","	Jan 23",0,1,78,78,1,0,0,0,True
"	Sweden","	Jan 24",0,1,0,0,0,0,0,0,True
"	Sweden","	Jan 25",0,0,0,0,0,0,0,0,True
"	Sweden","	Jan 26",0,0,0,0,0,0,0,0,True
"	Sweden","	Jan 27",0,0,0,0,0,0,0,0,True
"	Sweden","	Jan 28",0,0,0,0,0,0,0,0,True
"	Sweden","	Jan 29",0,0,0,0,0,0,0,0,True
"	Sweden","	Jan 30",0,1,0,0,0,0,0,0,True
"	Sweden","	Jan 31",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 01",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 02",0,1,0,0,0,0,0,0,True
"	Sweden","	Feb 03",0,1,70,70,1,0,0,0,True
"	Sweden","	Feb 04",0,3,123,123,2,0,0,0,True
"	Sweden","	Feb 05",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 06",0,2,36,36,1,0,0,0,True
"	Sweden","	Feb 07",0,1,134,134,1,0,0,0,True
"	Sweden","	Feb 08",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 09",0,5,3012,289,4,0,0,0,True
"	Sweden","	Feb 10",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 11",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 12",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 13",0,1,0,0,0,0,0,0,True
"	Sweden","	Feb 14",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 15",0,0,0,0,0,0,0,0,True
"	Sweden","	Feb 16",0,1,0,0,0,0,0,0,False
"	Sweden","	Feb 17",0,1,250,250,1,0,0,0,False
"	Sweden","	Feb 18",0,1,0,0,0,0,0,0,False
"	Chile","	Total",0.105263158,19,12435,805,7,12953,12953,2,
"	Chile","	Jan 19",0,0,0,0,0,0,0,0,True
"	Chile","	Jan 20",0,0,0,0,0,0,0,0,True
"	Chile","	Jan 21",0,1,0,0,0,0,0,0,True
"	Chile","	Jan 22",0,1,0,0,0,0,0,0,True
"	Chile","	Jan 23",0,0,0,0,0,0,0,0,True
"	Chile","	Jan 24",0,1,0,0,0,0,0,0,True
"	Chile","	Jan 25",0,0,0,0,0,0,0,0,True
"	Chile","	Jan 26",0,1,0,0,0,0,0,0,True
"	Chile","	Jan 27",0,1,0,0,0,0,0,0,True
"	Chile","	Jan 28",0,0,0,0,0,0,0,0,True
"	Chile","	Jan 29",0,4,55,55,1,0,0,0,True
"	Chile","	Jan 30",0,0,0,0,0,0,0,0,True
"	Chile","	Jan 31",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 01",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 02",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 03",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 04",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 05",0,1,0,0,0,0,0,0,True
"	Chile","	Feb 06",0,1,7114,7114,1,0,0,0,True
"	Chile","	Feb 07",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 08",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 09",0,1,0,0,0,0,0,0,True
"	Chile","	Feb 10",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 11",0.5,2,77111,77111,1,9104,9104,1,True
"	Chile","	Feb 12",0.2,5,885,885,2,9104,9104,1,True
"	Chile","	Feb 13",0.333333333,3,293,293,2,1917,1917,1,True
"	Chile","	Feb 14",0,1,20,20,1,0,0,0,True
"	Chile","	Feb 15",0,0,0,0,0,0,0,0,True
"	Chile","	Feb 16",0.666666667,3,686,711,3,10889,10889,2,False
"	Chile","	Feb 17",0.333333333,3,1589,1589,2,39075,39075,1,False
"	Chile","	Feb 18",0.5,2,126,126,2,1738,1738,1,False
"	Singapore","	Total",0.210526316,19,136,90,11,18630,1424,4,
"	Singapore","	Jan 19",0,0,0,0,0,0,0,0,True
"	Singapore","	Jan 20",0,0,0,0,0,0,0,0,True
"	Singapore","	Jan 21",0,0,0,0,0,0,0,0,True
"	Singapore","	Jan 22",0,1,0,0,0,0,0,0,True
"	Singapore","	Jan 23",0,0,0,0,0,0,0,0,True
"	Singapore","	Jan 24",0,0,0,0,0,0,0,0,True
"	Singapore","	Jan 25",0,0,0,0,0,0,0,0,True
"	Singapore","	Jan 26",0,1,0,0,0,0,0,0,True
"	Singapore","	Jan 27",0.5,2,52,52,1,71611,71611,1,True
"	Singapore","	Jan 28",0.5,4,1038,1038,2,16497,16497,2,True
"	Singapore","	Jan 29",0.333333333,3,6132,675,3,60838,60838,1,True
"	Singapore","	Jan 30",1,1,1524,1524,1,2729,2729,1,True
"	Singapore","	Jan 31",0,1,151,151,1,0,0,0,True
"	Singapore","	Feb 01",0,1,11,11,1,0,0,0,True
"	Singapore","	Feb 02",0.5,2,706,706,2,2294,2294,1,True
"	Singapore","	Feb 03",0,3,100,100,2,0,0,0,True
"	Singapore","	Feb 04",0,3,5,5,1,0,0,0,True
"	Singapore","	Feb 05",0,2,21,21,1,0,0,0,True
"	Singapore","	Feb 06",0,0,0,0,0,0,0,0,True
"	Singapore","	Feb 07",0.5,2,102,102,1,236,236,1,True
"	Singapore","	Feb 08",0,2,90,90,1,0,0,0,True
"	Singapore","	Feb 09",0,1,0,0,0,0,0,0,True
"	Singapore","	Feb 10",0.333333333,3,92,92,2,2613,2613,1,True
"	Singapore","	Feb 11",0.5,2,1443,1443,1,334,334,1,True
"	Singapore","	Feb 12",0,2,220,220,1,0,0,0,True
"	Singapore","	Feb 13",0,0,0,0,0,0,0,0,True
"	Singapore","	Feb 14",0,0,0,0,0,0,0,0,True
"	Singapore","	Feb 15",0,0,0,0,0,0,0,0,True
"	Singapore","	Feb 16",0,0,0,0,0,0,0,0,False
"	Singapore","	Feb 17",0,0,0,0,0,0,0,0,False
"	Singapore","	Feb 18",0,0,0,0,0,0,0,0,False
"	Romania","	Total",0.166666667,18,146,78,10,22320,15992,3,
"	Romania","	Jan 19",0,0,0,0,0,0,0,0,True
"	Romania","	Jan 20",0,0,0,0,0,0,0,0,True
"	Romania","	Jan 21",1,1,452,452,1,50678,50678,1,True
"	Romania","	Jan 22",0,1,196,196,1,0,0,0,True
"	Romania","	Jan 23",0,1,0,0,0,0,0,0,True
"	Romania","	Jan 24",0,0,0,0,0,0,0,0,True
"	Romania","	Jan 25",0,0,0,0,0,0,0,0,True
"	Romania","	Jan 26",0,5,59,71,3,0,0,0,True
"	Romania","	Jan 27",0.5,2,74,74,1,291,291,1,True
"	Romania","	Jan 28",0,1,0,0,0,0,0,0,True
"	Romania","	Jan 29",0,1,0,0,0,0,0,0,True
"	Romania","	Jan 30",0,0,0,0,0,0,0,0,True
"	Romania","	Jan 31",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 01",0,1,19,19,1,0,0,0,True
"	Romania","	Feb 02",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 03",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 04",0,1,0,0,0,0,0,0,True
"	Romania","	Feb 05",0,1,0,0,0,0,0,0,True
"	Romania","	Feb 06",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 07",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 08",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 09",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 10",0,2,785,785,2,0,0,0,True
"	Romania","	Feb 11",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 12",1,1,82,82,1,15992,15992,1,True
"	Romania","	Feb 13",1,1,4783,4783,1,17376,17376,1,True
"	Romania","	Feb 14",0,0,0,0,0,0,0,0,True
"	Romania","	Feb 15",0,1,401,401,1,0,0,0,True
"	Romania","	Feb 16",0,2,0,0,0,0,0,0,False
"	Romania","	Feb 17",0,1,0,0,0,0,0,0,False
"	Romania","	Feb 18",0,2,0,0,0,0,0,0,False
"	Tunisia","	Total",0.058823529,17,617,39,9,912,912,1,
"	Tunisia","	Jan 19",0,0,0,0,0,0,0,0,True
"	Tunisia","	Jan 20",0,0,0,0,0,0,0,0,True
"	Tunisia","	Jan 21",0,1,11,11,1,0,0,0,True
"	Tunisia","	Jan 22",0,0,0,0,0,0,0,0,True
"	Tunisia","	Jan 23",0,3,19,19,1,0,0,0,True
"	Tunisia","	Jan 24",0,2,230,230,1,0,0,0,True
"	Tunisia","	Jan 25",0,1,0,0,0,0,0,0,True
"	Tunisia","	Jan 26",0,1,57602,57602,1,0,0,0,True
"	Tunisia","	Jan 27",0,1,510,510,1,0,0,0,True
"	Tunisia","	Jan 28",0,0,0,0,0,0,0,0,True
"	Tunisia","	Jan 29",0,0,0,0,0,0,0,0,True
"	Tunisia","	Jan 30",0,1,0,0,0,0,0,0,True
"	Tunisia","	Jan 31",0,1,0,0,0,0,0,0,True
"	Tunisia","	Feb 01",0,1,95,95,1,0,0,0,True
"	Tunisia","	Feb 02",0,2,28,28,1,0,0,0,True
"	Tunisia","	Feb 03",0,0,0,0,0,0,0,0,True
"	Tunisia","	Feb 04",0,1,0,0,0,0,0,0,True
"	Tunisia","	Feb 05",0,0,0,0,0,0,0,0,True
"	Tunisia","	Feb 06",0,1,39,39,1,0,0,0,True
"	Tunisia","	Feb 07",0,0,0,0,0,0,0,0,True
"	Tunisia","	Feb 08",0,0,0,0,0,0,0,0,True
"	Tunisia","	Feb 09",0,1,28,28,1,0,0,0,True
"	Tunisia","	Feb 10",0,0,0,0,0,0,0,0,True
"	Tunisia","	Feb 11",0,1,0,0,0,0,0,0,True
"	Tunisia","	Feb 12",0,1,105,105,1,0,0,0,True
"	Tunisia","	Feb 13",0,1,0,0,0,0,0,0,True
"	Tunisia","	Feb 14",0,0,0,0,0,0,0,0,True
"	Tunisia","	Feb 15",0,2,1554,1554,1,0,0,0,True
"	Tunisia","	Feb 16",0,0,0,0,0,0,0,0,False
"	Tunisia","	Feb 17",0.5,2,60,60,1,912,912,1,False
"	Tunisia","	Feb 18",0,3,1872,1872,2,0,0,0,False
"	Bulgaria","	Total",0,16,108,100,7,0,0,0,
"	Bulgaria","	Jan 19",0,1,0,0,0,0,0,0,True
"	Bulgaria","	Jan 20",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 21",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 22",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 23",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 24",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 25",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 26",0,1,0,0,0,0,0,0,True
"	Bulgaria","	Jan 27",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 28",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 29",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 30",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Jan 31",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 01",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 02",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 03",0,2,100,100,1,0,0,0,True
"	Bulgaria","	Feb 04",0,2,208,208,1,0,0,0,True
"	Bulgaria","	Feb 05",0,3,67,67,2,0,0,0,True
"	Bulgaria","	Feb 06",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 07",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 08",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 09",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 10",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 11",0,1,5,5,1,0,0,0,True
"	Bulgaria","	Feb 12",0,1,260,260,1,0,0,0,True
"	Bulgaria","	Feb 13",0,1,41,41,1,0,0,0,True
"	Bulgaria","	Feb 14",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 15",0,0,0,0,0,0,0,0,True
"	Bulgaria","	Feb 16",0,0,0,0,0,0,0,0,False
"	Bulgaria","	Feb 17",0,2,0,0,0,0,0,0,False
"	Bulgaria","	Feb 18",0,3,139,139,1,0,0,0,False
"	Kenya","	Total",0.0625,16,376,157,7,75837,75837,1,
"	Kenya","	Jan 19",0,2,61,61,1,0,0,0,True
"	Kenya","	Jan 20",0,1,0,0,0,0,0,0,True
"	Kenya","	Jan 21",0,2,0,0,0,0,0,0,True
"	Kenya","	Jan 22",0.333333333,3,32,32,1,75837,75837,1,True
"	Kenya","	Jan 23",0.333333333,3,832,832,2,9803,9803,1,True
"	Kenya","	Jan 24",0,0,0,0,0,0,0,0,True
"	Kenya","	Jan 25",0,0,0,0,0,0,0,0,True
"	Kenya","	Jan 26",0,3,119,119,1,0,0,0,True
"	Kenya","	Jan 27",0,1,0,0,0,0,0,0,True
"	Kenya","	Jan 28",0,1,0,0,0,0,0,0,True
"	Kenya","	Jan 29",0,1,0,0,0,0,0,0,True
"	Kenya","	Jan 30",0,1,0,0,0,0,0,0,True
"	Kenya","	Jan 31",0,0,0,0,0,0,0,0,True
"	Kenya","	Feb 01",0,0,0,0,0,0,0,0,True
"	Kenya","	Feb 02",0,2,0,0,0,0,0,0,True
"	Kenya","	Feb 03",0,1,113,113,1,0,0,0,True
"	Kenya","	Feb 04",0,1,0,0,0,0,0,0,True
"	Kenya","	Feb 05",0,1,0,0,0,0,0,0,True
"	Kenya","	Feb 06",0,1,0,0,0,0,0,0,True
"	Kenya","	Feb 07",0,1,0,0,0,0,0,0,True
"	Kenya","	Feb 08",0,0,0,0,0,0,0,0,True
"	Kenya","	Feb 09",0,0,0,0,0,0,0,0,True
"	Kenya","	Feb 10",0,1,0,0,0,0,0,0,True
"	Kenya","	Feb 11",0,2,272,272,1,0,0,0,True
"	Kenya","	Feb 12",0,1,0,0,0,0,0,0,True
"	Kenya","	Feb 13",0,0,0,0,0,0,0,0,True
"	Kenya","	Feb 14",0,0,0,0,0,0,0,0,True
"	Kenya","	Feb 15",0,0,0,0,0,0,0,0,True
"	Kenya","	Feb 16",0,2,377,377,1,0,0,0,False
"	Kenya","	Feb 17",0,1,0,0,0,0,0,0,False
"	Kenya","	Feb 18",0,3,157,157,1,0,0,0,False
"	Malaysia","	Total",0.0625,16,95,73,3,890,890,1,
"	Malaysia","	Jan 19",0,1,0,0,0,0,0,0,True
"	Malaysia","	Jan 20",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 21",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 22",0,1,0,0,0,0,0,0,True
"	Malaysia","	Jan 23",0,1,0,0,0,0,0,0,True
"	Malaysia","	Jan 24",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 25",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 26",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 27",0,1,0,0,0,0,0,0,True
"	Malaysia","	Jan 28",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 29",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 30",0,0,0,0,0,0,0,0,True
"	Malaysia","	Jan 31",0,0,0,0,0,0,0,0,True
"	Malaysia","	Feb 01",0,0,0,0,0,0,0,0,True
"	Malaysia","	Feb 02",0,0,0,0,0,0,0,0,True
"	Malaysia","	Feb 03",0,0,0,0,0,0,0,0,True
"	Malaysia","	Feb 04",0,1,0,0,0,0,0,0,True
"	Malaysia","	Feb 05",0,1,0,0,0,0,0,0,True
"	Malaysia","	Feb 06",0,2,53,53,1,0,0,0,True
"	Malaysia","	Feb 07",0,0,0,0,0,0,0,0,True
"	Malaysia","	Feb 08",0,1,73,73,1,0,0,0,True
"	Malaysia","	Feb 09",0,1,0,0,0,0,0,0,True
"	Malaysia","	Feb 10",0,2,89,89,1,0,0,0,True
"	Malaysia","	Feb 11",0,3,0,0,0,0,0,0,True
"	Malaysia","	Feb 12",0,1,0,0,0,0,0,0,True
